Date,Species,Family,Sex,Age,Repro,RFA,Mass,Head.height,Head.length,Head.width,CM3,pl.dist,1,2,3,4,5,6,MaxBF,MaxBF.N 
7-Feb-09,Kein,Vespertilionidae,M,A,,27,2.5,7.8,13.2,8.4,5,2.5,8.1,8,8,8.1,9.3,7.3,9.3,0.56
7-Feb-09,Rhst,Rhinolophidae,M,A,,46,8.5,11.8,20.8,12.3,8.5,4,22.4,19.1,19,16.8,15.8,11.9,22.4,1.9
8-Feb-09,Kein,Vespertilionidae,M,A,,27.9,2.5,6.7,13,7.5,4.9,2.5,6.8,6.4,8,8.6,9,7.9,9,0.53
8-Feb-09,Kein,Vespertilionidae,M,A,,28.2,2.5,7.9,13.8,8.4,5,2.5,8.3,11.4,10,8.3,9.4,8.8,11.4,0.77
8-Feb-09,Kepa,Vespertilionidae,F,A,PL,41.3,10,11.2,20.2,13.5,7.9,3.5,47.4,45,50.4,52.6,45.9,43.4,52.6,4.99
8-Feb-09,Musu,Vespertilionidae,M,A,,31.9,4.25,8.6,15.5,9.9,5,2.5,40.9,46.1,35.5,35.1,40.5,41.1,46.1,4.33
8-Feb-09,Rhle,Rhinolophidae,F,A,NR,39.4,6,9.1,18,9.5,6.7,3,16.5,13.4,12.1,16.4,13.1,10.1,16.5,1.3
8-Feb-09,Rhst,Rhinolophidae,F,A,NR,43.9,7.5,10.4,20.5,11.2,7.65,3.5,12,13.1,18,15.9,16.1,16.3,18,1.45
8-Feb-09,Rhst,Rhinolophidae,M,A,,48.2,9.5,10,20,12.1,8.35,4,17,22.8,16.4,18.8,23,22.5,23,1.96
9-Feb-09,Hice,Hipposideridae,F,A,NR,49.2,10,11,20.1,12.5,7,3,41.5,44.4,44.9,45.6,38.4,35.1,45.6,4.28
9-Feb-09,Hice,Hipposideridae,F,A,NR,49.4,10,10.9,19,12.3,7.2,3,45.3,48.4,43.2,42.3,43.5,43.8,48.4,4.56
9-Feb-09,Hice,Hipposideridae,F,A,NR,48.8,10,10.4,20,12.4,7.25,3,43.9,44.5,44,47.9,45.4,43.9,47.9,4.51
9-Feb-09,Hice,Hipposideridae,F,A,NR,51.3,11.5,11.2,19.8,12.6,7.2,3,42.5,42.3,43.6,46.8,41.8,43.4,46.8,4.4
9-Feb-09,Hidi,Hipposideridae,F,A,PL,87.2,39,17.5,34.5,20.3,13.2,6,157.4,170.9,196,154.5,154.5,203.1,203.1,20.41
9-Feb-09,Hidi,Hipposideridae,M,A,,86.3,47,17.7,33.4,22.2,12.9,5.5,201.9,211.6,213.5,206.6,214,199.6,214,21.53
9-Feb-09,Hidi,Hipposideridae,F,A,PL,82.3,51,17.5,33.7,20.3,13.4,6,195.5,184.6,203.1,249,227.8,204,249,25.12
9-Feb-09,Kein,Vespertilionidae,M,A,,27.3,2.5,7.5,13.8,8,4.6,2.5,4.8,5,7.9,6.6,7.8,5.5,7.9,0.41
9-Feb-09,Mucy,Vespertilionidae,F,A,,37.7,9.5,11.6,20.5,13.4,6.7,3,15.8,3.6,96,3.5,6.4,2.9,96,9.44
9-Feb-09,Rhst,Rhinolophidae,M,A,,46.3,8.5,11.9,20.6,12.6,8.1,3.5,22.8,24.9,27.4,33.5,30.4,27.8,33.5,3.04
12-Feb-09,Hibi142,Hipposideridae,F,A,PL,43.7,8.5,11.2,18.6,12,6.9,3,32.5,32,28.4,26.8,21.8,32,32.5,2.94
12-Feb-09,Hiri,Hipposideridae,M,A,,48.7,8.5,9.2,19.2,10.6,7.6,3.5,32.4,42.3,38.8,33.3,33.1,34.3,42.3,3.94
12-Feb-09,Kein,Vespertilionidae,M,A,,27.8,3,7.2,13.8,7.9,5.1,2.5,12,8.8,7.9,11.8,9.6,7.6,12,0.84
12-Feb-09,Rhtr,Rhinolophidae,F,A,PL,52.3,15,14.6,24.9,14.8,9.3,4,73.5,66.9,67.1,66.5,67.8,64,73.5,7.14
15-Feb-09,Kein,Vespertilionidae,F,A,PL,29.5,3.5,6.7,13.8,7,5.2,2.5,8.8,12.4,9.4,9.1,11.1,9.8,12.4,0.88
15-Feb-09,Kein,Vespertilionidae,F,A,PL,29.5,3.5,7,14.2,7.3,5.4,2.5,8.1,8.5,10.5,10.6,8.9,9.6,10.6,0.69
15-Feb-09,Kein,Vespertilionidae,M,A,,27.9,3,6.9,13.6,7.8,5.2,2.5,12,13.5,12.3,12.3,11.5,12,13.5,0.99
15-Feb-09,Kepa,Vespertilionidae,F,A,,41.8,9.5,12,19.1,13,7.8,3.5,59,57,51,50.9,55.1,45.4,59,5.65
15-Feb-09,Kepe,Vespertilionidae,M,A,,29.6,4.5,9,14.8,10.9,6.3,3,12.9,13.1,14.3,12.6,12.1,13.4,14.3,1.07
15-Feb-09,Musu,Vespertilionidae,F,A,PL,31.7,4,8.8,15.8,8.3,5.1,2.5,41.1,40.3,46.9,43.3,46,47,47,4.42
16-Feb-09,Kepa,Vespertilionidae,F,A,P?,41.4,11,12,19.5,14,7.8,3.5,80,86.4,79,86.5,81,88.9,88.9,8.71
16-Feb-09,Kepa,Vespertilionidae,M,A,,41,8.5,11.3,19.8,12.1,7.8,3.5,61.6,70.4,61.5,64,67.8,67,70.4,6.82
17-Feb-09,Kekr,Vespertilionidae,F,A,PL,30.5,3.5,8.5,14,9.2,5.4,2.5,20.9,15.9,18.4,23.3,22.3,18.9,23.3,1.99
17-Feb-09,Rhle,Rhinolophidae,F,A,R,40.8,6,8.2,17.8,9.2,7.1,3,15.9,13.6,17.1,14.8,14.1,16.9,17.1,1.36
17-Feb-09,Rhst,Rhinolophidae,M,A,,44.9,9.25,10.3,19.8,12.2,8,3.5,43.6,50.6,46.3,48,45.3,52.5,52.5,4.98
17-Feb-09,Rhst,Rhinolophidae,M,A,,45.3,8.5,10.2,20.8,12.1,8.6,3.5,33.1,34.9,32,34.5,32,33.2,34.9,3.18
18-Feb-09,Hibi131,Hipposideridae,M,A,,45.5,7.5,10,19.6,12.6,6.9,3,38.6,34,34.4,36.9,36.5,35.6,38.6,3.56
18-Feb-09,Hibi142,Hipposideridae,F,A,ND,42.8,8.5,10.4,19.4,11.6,6.8,3,32,36.4,36.4,38.4,38,39,39,3.6
18-Feb-09,Hibi142,Hipposideridae,M,A,,41.9,8.5,10.6,19.3,12.7,6.7,3,32.5,32,32,29.4,29.3,29.3,32.5,2.94
18-Feb-09,Kepe,Vespertilionidae,M,A,,31.4,4.5,10.3,15,9.5,6.2,3,21.1,19.4,18.8,19.6,19.9,18.6,21.1,1.77
18-Feb-09,Kepe,Vespertilionidae,M,A,,29.7,4.5,8.2,16.1,9.9,6.2,3,14.6,13.8,16.1,13.5,14.2,15,16.1,1.26
18-Feb-09,Nytr,Nycteridae,F,A,P,50.7,20.75,12,24,15.9,8.9,4,80.9,67.4,85.9,65.9,64.9,74.1,85.9,8.41
18-Feb-09,Rhle,Rhinolophidae,F,A,PL,39.6,5.5,8.1,17.8,9.2,6.7,3,14.6,17.9,16.6,16.4,14.8,14.8,17.9,1.44
22-Feb-09,Hila,Hipposideridae,F,A,ND,58.8,16,11.8,23.4,14,9.7,4,96.1,97,91.3,96.4,101.1,96.8,101.1,9.96
22-Feb-09,Hila,Hipposideridae,F,A,ND,59.6,17.5,11.9,23,13.6,9.5,4,100.8,118.3,104.5,111.6,103.8,91.4,118.3,11.73
22-Feb-09,Hiri,Hipposideridae,F,A,ND,48.1,9.5,10.1,21.6,10.3,7.5,3.5,34.6,35.4,34.4,35.8,35.9,37,37,3.4
22-Feb-09,Kein,Vespertilionidae,F,A,PL,29.1,3.25,7.5,14.5,8.7,5,2.5,12.9,13.5,14.8,13.6,13.8,13.4,14.8,1.12
22-Feb-09,Kein,Vespertilionidae,F,A,PL,31.1,4.5,7.7,13.3,8,5.2,2.5,13.1,13.9,14.4,11.9,13.1,12.3,14.4,1.08
22-Feb-09,Kein,Vespertilionidae,F,A,PL,28.1,2.75,6.5,11,7.5,5,2.5,14.5,11.9,11.9,14.3,11.5,11.3,14.5,1.09
24-Feb-09,Hice,Hipposideridae,F,A,NR,50.1,9.25,11.6,19.5,12.5,7.8,3.5,39.4,37,38.3,37.4,36.4,36.1,39.4,3.64
24-Feb-09,Hice,Hipposideridae,F,A,PL,50.4,11.5,11.6,20.4,12,7.5,3.5,40.5,40,43,39.6,42.3,43.4,43.4,4.05
24-Feb-09,Musu,Vespertilionidae,M,A,,29.5,3.75,8.6,15.3,9.6,4.9,2.5,44.8,47,46.1,50.4,47.1,49.4,50.4,4.77
24-Feb-09,Rhro,Rhinolophidae,M,A,,43.9,8,10.2,20.9,12.5,8.6,4,25.4,19.3,20.4,16.4,17.1,16.9,25.4,2.21
24-Feb-09,Rhst,Rhinolophidae,M,A,,46.1,8.75,9.5,21.6,10.5,9,4,29,25.3,24.4,24.3,21.9,19.9,29,2.58
24-Feb-09,Rhst,Rhinolophidae,M,A,,45.8,9.25,9.9,19.8,10.5,8.6,4,26.6,25.5,25.5,26.6,25.5,25.8,26.6,2.33
24-Feb-09,Rhst,Rhinolophidae,M,A,,46.9,9.25,10.6,22,11.1,8.7,4,24.5,23.4,20.6,19.5,18.8,18.6,24.5,2.12
25-Feb-09,Kepa,Vespertilionidae,M,A,,40.3,9.5,10.6,18.5,11.5,8.5,4,68.6,77.3,70.3,70.1,65.6,69.5,77.3,7.53
25-Feb-09,Rhst,Rhinolophidae,M,A,,46.1,8,9.5,20.5,11.6,8.6,4,29.1,27.1,28,26.5,28.1,26.9,29.1,2.59
25-Feb-09,Rhst,Rhinolophidae,M,A,,44.4,7.5,9.5,21.3,10.2,8.7,4,22,20.8,19.8,22,20.9,20.5,22,1.86
26-Feb-09,Kepa,Vespertilionidae,M,A,,40.3,9,11.4,18.7,12.6,8.3,3.5,74.1,79,85.4,85.8,87.9,83,87.9,8.61
26-Feb-09,Rhle,Rhinolophidae,F,A,PL,41.1,6,7.5,17,9.4,7.5,3.5,17.3,16.8,18.5,16.1,16.4,13.9,18.5,1.5
2-Mar-09,Kepa,Vespertilionidae,F,A,PL,43,10.25,11.3,17.6,12.2,8.3,3.5,69.9,71.5,71,69.3,90.1,68.9,90.1,8.84
2-Mar-09,Kepa,Vespertilionidae,M,A,,37.5,6.75,11.4,19,12.8,7.5,3.5,49.5,50.5,48.9,45.5,48.8,45.5,50.5,4.78
2-Mar-09,Rhle,Rhinolophidae,M,A,,39.9,6.25,9.9,18.7,12.3,7.5,3.5,17,17.3,15.3,19.3,16.9,15.4,19.3,1.58
3-Mar-09,Hibi142,Hipposideridae,F,A,PL,43.4,8,10.5,19.1,11,7.2,3,30.1,32,29.1,32,33.3,34.9,34.9,3.18
3-Mar-09,Hibi142,Hipposideridae,F,A,RPL,43.4,8,11.2,19,12.8,7.3,3,38,42.9,37.8,32.5,42.3,35.6,42.9,4
3-Mar-09,Hibi142,Hipposideridae,F,A,PL,44.7,7.25,11.1,18.6,11.7,7.5,3.5,32.4,32,34.9,32,35.9,29.1,35.9,3.28
3-Mar-09,Hibi142,Hipposideridae,F,A,PL,42.9,7.75,10.1,19,11.4,7.4,3,43.6,39.9,32,35.8,35,32,43.6,4.07
3-Mar-09,Hibi142,Hipposideridae,F,A,,43.7,7.25,10,19,12,7.4,3,36.3,29.3,33,30.4,27.6,24.9,36.3,3.32
3-Mar-09,Hice,Hipposideridae,M,A,,47.7,8.5,9.4,19.5,12.2,7.3,3,37.4,37.5,36.9,39.6,42.3,38.4,42.3,3.94
3-Mar-09,Hice,Hipposideridae,F,A,PL?,48.9,11,12.6,20.4,12.3,7.7,3.5,39.6,42.1,42.3,42.4,42,45.9,45.9,4.31
3-Mar-09,Hidi,Hipposideridae,M,A,,86.3,44,18.8,34.2,19.7,14,6,188.5,183.9,215.1,183.3,184.8,199,215.1,21.64
3-Mar-09,Kepe,Vespertilionidae,M,A,,30.6,4.25,9.1,15.5,9.8,6.4,3,15.1,14.1,14.3,18.3,16.3,15.3,18.3,1.48
3-Mar-09,Musu,Vespertilionidae,M,A,,29.9,4,8,15.5,9.9,6.1,2.5,43.4,39.1,38.5,38.8,41.3,40.1,43.4,4.05
4-Mar-09,Hidi,Hipposideridae,F,A,,84.1,49,18.2,34,21.3,14.7,6.5,173.9,186.9,180,204.9,160,176,204.9,20.6
4-Mar-09,Musu,Vespertilionidae,F,A,PL,28.7,3.75,8.5,15.5,8,5.2,2.5,40.6,40.3,41.1,42,40.4,41.1,42,3.91
4-Mar-09,Musu,Vespertilionidae,M,A,,29.3,4,8.7,15.7,8.4,5.3,2.5,43.1,41.5,42.3,41.1,40.8,42.3,43.1,4.02
5-Mar-09,Kepe,Vespertilionidae,F,A,PL,31.4,6,8.5,15.9,8.8,6.8,3,21.3,19,18.5,20.8,21.5,21,21.5,1.81
5-Mar-09,Kepe,Vespertilionidae,M,A,,29.3,4.5,8.9,16.2,9.6,6.5,3,15.5,16.3,15.6,17.4,14.9,16.5,17.4,1.39
5-Mar-09,Musu,Vespertilionidae,M,A,,29.3,3.3,8.5,15.2,8.3,5.7,2.5,41.4,37.4,37,33.4,33.1,36.9,41.4,3.85
6-Mar-09,Hidi,Hipposideridae,M,A,,80.4,48,16.1,32.3,19.3,13.9,6,221.9,183.5,197.5,192,217.6,180.4,221.9,22.34
6-Mar-09,Kepa,Vespertilionidae,F,A,PL,43.2,10.75,12,19.5,13,8.5,3.5,68,80.1,81.5,77.5,73.4,76.4,81.5,7.96
6-Mar-09,Rhle,Rhinolophidae,F,A,PL,39.8,6.5,10,18.2,11.6,7.5,3.5,13.9,11.6,11.3,12.6,15.9,13.5,15.9,1.23
6-Mar-09,Rhle,Rhinolophidae,F,A,PL,39.3,6,9.8,18.6,10.8,7.3,3,14.5,14.8,17.4,18.4,16,17.1,18.4,1.49
6-Mar-09,Rhle,Rhinolophidae,M,A,,41.3,6.25,9,18,9.4,7.3,3,20,26.9,17.8,22.4,22.5,20.6,26.9,2.36
8-Mar-09,Hice,Hipposideridae,F,A,P,47.9,13.5,11,19.3,12.2,7.8,3.5,47.5,45.5,46.1,39.3,39.3,41,47.5,4.47
8-Mar-09,Phja,Vespertilionidae,M,A,,37.6,9.5,10.8,19.8,13.2,7.9,3.5,61.1,56.9,59,60.5,56.4,66.5,66.5,6.42
8-Mar-09,Rhle,Rhinolophidae,F,A,PL,40.4,7,9.4,17,9.9,7.7,3.5,11.3,13.8,14.1,12.4,12.9,14.1,14.1,1.05
10-Mar-09,Kein,Vespertilionidae,M,A,,26.5,2.5,5.9,13.1,6.4,5.2,2.5,9.1,9.3,8.4,8.4,8,7.9,9.3,0.56
10-Mar-09,Phat,Vespertilionidae,M,A,,32.4,5.25,10,17.3,10.2,7.1,3,23.6,24.8,22.8,22,24,22.5,24.8,2.15
11-Mar-09,Kein,Vespertilionidae,M,A,,27.7,2.5,5.6,13.8,7.1,5.1,2.5,8.4,8.5,8.3,8.9,7.8,8.8,8.9,0.52
11-Mar-09,Kein,Vespertilionidae,M,A,,27.7,2.5,5.8,13.8,7.4,5.4,2.5,10,8.8,9,8.6,8.9,8.9,10,0.63
12-Mar-09,Kepa,Vespertilionidae,F,A,L,39.7,9.5,12,19.4,10.8,8.5,3.5,67.8,67.6,61.5,67.4,67,69.3,69.3,6.71
12-Mar-09,Phat,Vespertilionidae,M,A,,32.2,5.75,10,17.3,10.6,6.7,3,25.6,26,28.1,28.4,32,25.9,32,2.88
12-Mar-09,Rhtr,Rhinolophidae,M,A,,50.1,11.75,11.9,24.1,14.3,9.5,4,57.1,60.9,54.6,55.4,61.5,54.9,61.5,5.91
19-Mar-09,Hidi,Hipposideridae,F,A,P,88.4,58,17.6,33.4,21,13.7,6,187.1,224.1,183,203,244,179,244,24.61
19-Mar-09,Kein,Vespertilionidae,M,A,,27.9,3.75,6.2,12.6,7.5,5.6,2.5,13.1,10.1,10.4,11,11.8,12.1,13.1,0.95
19-Mar-09,Musu,Vespertilionidae,M,A,,31.6,4,9.3,15.3,8.6,5.8,2.5,42.1,41.6,43.3,44,41.5,42,44,4.11
19-Mar-09,Musu,Vespertilionidae,F,A,PL,39.8,3.75,8.5,14.8,8.4,5.2,2.5,38.5,37,38.6,35.8,35.3,35.6,38.6,3.56
21-Mar-09,Hibi142,Hipposideridae,M,A,,43,8.25,8.7,18.7,11,7.6,3,37.9,33.8,34.4,39,38.1,34.6,39,3.6
21-Mar-09,Nytr,Nycteridae,F,A,P,52,21.5,11.9,23.7,15.5,10,4.5,91.4,84,96,92.9,105.9,101,105.9,10.46
21-Mar-09,Rhst,Rhinolophidae,M,A,,45.9,9.25,9.7,21.1,10.7,8,3.5,39.5,32.8,34.3,30.6,33.8,32,39.5,3.65
22-Mar-09,Hibi131,Hipposideridae,F,A,P,45.7,10,10.5,18.9,12.8,8.4,3.5,28.4,29.9,30,29.8,35.3,28.4,35.3,3.22
22-Mar-09,Hici,Hipposideridae,F,A,NR,36.9,4.75,8.1,16.2,10.8,6.2,2.5,13.6,14.1,13,14,19.6,12.4,19.6,1.61
22-Mar-09,Mucy,Vespertilionidae,M,A,,36.8,8.25,11.5,19.2,12.8,6.7,3,71.5,73.4,71.6,73.6,71,71.8,73.6,7.15
22-Mar-09,Musu,Vespertilionidae,M,A,,28.2,3.75,8.2,15.9,8.4,5.5,2.5,45.8,46.5,50.8,50.9,47,49.1,50.9,4.82
22-Mar-09,Musu,Vespertilionidae,F,A,PL,30.2,4.25,8.5,15.5,8,6.1,2.5,44.6,45.1,45.9,44.6,45,46,46,4.32
23-Mar-09,Hiri,Hipposideridae,F,A,P,49.7,11.25,9.5,20.8,10.6,8.5,3.5,30,24.9,27.5,23.1,27.1,24,30,2.68
24-Mar-09,Hibi131,Hipposideridae,M,A,,44.1,8,9.8,19.9,11.3,8.2,3.5,34.4,33.3,32.9,32.8,33,32.1,34.4,3.13
24-Mar-09,Hibi131,Hipposideridae,F,A,NR,47.1,7.75,11,19.5,13,7.9,3.5,30.5,33.3,32,32,32.9,29.1,33.3,3.02
24-Mar-09,Hice,Hipposideridae,F,A,NR,50,9.5,11,20.2,12,8.5,3.5,36.4,37.3,36.8,36.8,39.1,39.6,39.6,3.66
25-Mar-09,Kepa,Vespertilionidae,M,A,,43,10,9.8,19.2,11.8,8.4,3.5,68.3,57.1,62.6,72,58.3,59.9,72,6.98
28-Mar-09,Nytr,Nycteridae,F,A,P,49.3,19.5,12,23.9,15.5,9.1,4,68,69.4,75,81.3,69.4,72.8,81.3,7.94
28-Mar-09,Rhst,Rhinolophidae,F,A,NR,44.8,8.75,9,21.3,10.6,8.9,4,24.8,25.5,21.1,20.5,22.3,21.4,25.5,2.22
28-Mar-09,Rhst,Rhinolophidae,M,A,,47.1,9.75,9,21.2,10.3,9.2,4,37.9,36.9,38.1,36.1,37.4,36.1,38.1,3.51
30-Mar-09,Musu,Vespertilionidae,M,A,,29.6,4,9,15,9,5.9,2.5,46.9,45.4,45,44.9,45.5,45.3,46.9,4.41
30-Mar-09,Rhtr,Rhinolophidae,M,A,,50.5,18.75,13.6,23.5,16.7,9.7,4,53.4,49.4,50.1,47.8,51.9,48,53.4,5.08
31-Mar-09,Mucy,Vespertilionidae,M,A,,34.3,8,11,20,11.6,6.5,3,93.1,98.3,99.6,96,91.6,92.9,99.6,9.81
31-Mar-09,Mucy,Vespertilionidae,M,A,,36.6,8.25,12.2,19.1,12.5,6.4,3,103.6,96,93.1,96,94.3,94,103.6,10.22
31-Mar-09,Phat,Vespertilionidae,M,A,,33.5,4.5,10.5,17.6,9.4,6.7,3,27.3,25.1,24.3,26.5,24.5,24.3,27.3,2.4
1-Apr-09,Mucy,Vespertilionidae,M,A,,33.8,8.75,11.3,20.3,11.4,6.3,3,84.5,85,92.3,92,93,87.3,93,9.13
1-Apr-09,Rhtr,Rhinolophidae,M,A,,51,14.23,13.5,24,15.5,10.3,4.5,55.6,62,54.1,56.9,53.5,53.9,62,5.96
2-Apr-09,Hibi142,Hipposideridae,M,A,,42.6,9.25,8.4,17.5,10.3,7.6,3.5,38.8,39.3,37.8,37.6,33.5,35.8,39.3,3.63
2-Apr-09,Kepe,Vespertilionidae,M,A,,31.6,5,9.2,15.2,9.6,6.5,3,21.1,20.9,21.8,20,21.9,20.4,21.9,1.85
2-Apr-09,Phat,Vespertilionidae,M,A,,33.2,4.5,9.2,17.5,9.3,6.2,3,21.1,20.4,21.1,22.6,21.9,18.9,22.6,1.92
5-Apr-09,Kein,Vespertilionidae,M,A,,28,2.75,8.2,13,8,5,2.5,10.3,8.9,8.3,8.1,8.8,8.3,10.3,0.66
5-Apr-09,Kepa,Vespertilionidae,M,A,,40.8,9.5,12,19.4,12.7,8.1,3.5,94.3,96.1,93.9,89.1,94.3,99.8,99.8,9.83
5-Apr-09,Phat,Vespertilionidae,M,A,,32.2,5.75,9.8,17,9.9,6.6,3,26,24.4,25.4,24.6,28.5,25.3,28.5,2.53
6-Apr-09,Rhtr,Rhinolophidae,M,A,,47.6,13,12,24.2,15.2,9.8,4,60.9,60.1,59.9,64,64.4,59,64.4,6.2
8-Apr-09,Kein,Vespertilionidae,F,A,NR,30.5,3.25,7.2,14.2,8.3,5.2,2.5,11.5,11.3,11.3,9.4,10.5,10,11.5,0.78
16-Apr-09,Hibi131,Hipposideridae,M,A,,46.1,9,10.5,18.5,12.2,7.2,3,34.1,32.5,32.6,35.5,35.1,32.6,35.5,3.24
16-Apr-09,Kepa,Vespertilionidae,F,A,NR,40.8,9.5,11.2,19.5,10.7,8,3.5,46.5,54.4,49.8,49.4,60.3,56.3,60.3,5.78
16-Apr-09,Musu,Vespertilionidae,M,A,,30,4,8.5,15.9,9.8,5.1,2.5,44,43.8,44.8,43.5,43.9,43.1,44.8,4.2
16-Apr-09,Phat,Vespertilionidae,M,A,,32.6,5.5,10.2,17.5,10.6,7.1,3,17.1,24.5,26.4,25.8,26.1,26.9,26.9,2.36
16-Apr-09,Rhtr,Rhinolophidae,M,A,,50.9,15.25,11.6,23.8,13.3,10.1,4.5,48.3,54.3,52.8,53.5,,,54.3,5.17
20-Apr-09,Hidi,Hipposideridae,M,A,,84.4,45,16.3,33.2,21.2,13.4,6,258,195,186,190,210,165,258,26.04
20-Apr-09,Kein,Vespertilionidae,F,A,NR,30.4,3.5,7.6,13,7.6,5.5,2.5,13.4,13.1,13.3,13.6,12.9,12.9,13.6,1
20-Apr-09,Kepe,Vespertilionidae,M,A,,30.5,4.75,8.8,15.1,8.8,6.2,2.5,21.4,21,21,23.3,21.4,22.8,23.3,1.99
22-Apr-09,Hibi142,Hipposideridae,F,A,NR,43.6,10.5,8.5,19.8,10.3,7.1,3,35.5,33.5,32,32,33.9,32.5,35.5,3.24
22-Apr-09,Phat,Vespertilionidae,M,A,,33.8,4.5,10.4,17.5,9.3,6.3,3,25.5,24.5,27.3,25.8,28.1,23.8,28.1,2.48
26-Apr-09,Mucy,Vespertilionidae,M,A,,34.9,8.75,11.5,19.2,12.8,6.2,2.5,89.5,90.5,76.3,82.5,78.4,81,90.5,8.88
26-Apr-09,Phat,Vespertilionidae,M,A,,32.9,4.75,9.2,17,9.4,6.4,3,22.4,26.3,23.8,23.1,22.6,24,26.3,2.3
26-Apr-09,Phat,Vespertilionidae,M,A,,34.9,4.5,10,17.2,9.9,6.5,3,27,27.9,26.4,26.9,25.5,24.8,27.9,2.46
13-May-09,Kein,Vespertilionidae,F,A,,30.5,3.5,7.6,13.5,9,5.2,2.5,10.9,9.5,8.4,10.4,9.4,9.9,10.9,0.93
13-May-09,Musu,Vespertilionidae,M,A,,30,3.5,13,26.8,13.8,5.3,2.5,38.5,36.3,37.6,38.5,40.8,38,40.8,3.9
13-May-09,Phat,Vespertilionidae,M,A,,34.4,4.75,10,17.3,10.2,6.3,3,23.9,25.1,26.5,28.5,21,27.4,28.5,2.68
16-May-09,Hibi131,Hipposideridae,M,A,,43.5,10,9.9,19.9,12.3,6.3,3,29.3,24.5,17.1,28.4,16,22.9,29.3,2.76
16-May-09,Hibi131,Hipposideridae,M,A,,43.5,9,9.7,20,13.3,6.8,3,23.6,25.4,23.8,29.6,24.6,28.6,29.6,2.79
16-May-09,Hice,Hipposideridae,F,A,L,49.1,10.25,9.5,19.7,10.7,7,3,42.6,38.4,41,42.9,39,44.4,44.4,4.26
16-May-09,Kein,Vespertilionidae,M,A,,27.4,2.5,7,12.8,8,5.2,2.5,8.8,10.6,8.5,9.8,9.3,9,10.6,0.9
16-May-09,Kepa,Vespertilionidae,F,A,PL,41.4,9.25,12.7,19,13.6,8,3.5,58.4,68.3,68.3,62.6,75.5,73.5,75.5,7.36
16-May-09,Kepe,Vespertilionidae,M,A,,30.6,5,9.3,14.8,9.8,6.1,3,15.8,15.8,19.1,18.5,16.1,18,19.1,1.75
16-May-09,Kepe,Vespertilionidae,F,A,L,31.2,5,8.7,16.2,10.3,6.2,3,12.5,8.5,14.3,16.3,17,12.6,17,1.54
16-May-09,Musu,Vespertilionidae,M,A,,31.9,4.25,8.6,15.3,9.6,5.3,2.5,34.8,40.5,34.1,36.3,42.2,38.5,42.2,4.04
16-May-09,Rhle,Rhinolophidae,M,A,,41.6,7,10.7,18.6,11.8,6.8,3,20.8,18,18,20.3,18.5,19.1,20.8,1.91
16-May-09,Rhst,Rhinolophidae,F,A,L,46.3,10.25,9.2,20.9,11.8,8.5,4,26.1,26.3,28.6,28.6,24.3,24.4,28.6,2.69
17-May-09,Musu,Vespertilionidae,M,A,,29.5,4,8.7,15.7,8.4,5.5,2.5,41.5,41,40.5,44.4,40.8,41.5,44.4,4.26
17-May-09,Rhst,Rhinolophidae,F,A,L,46.3,9.5,9.5,20.8,10.3,8.5,4,24.3,22,20.1,20.6,23.3,22.6,24.3,2.26
17-May-09,Rhst,Rhinolophidae,F,A,L,44.3,9,9.4,21.3,10.6,8.4,4,26.4,29,26.3,25,26.8,35.3,35.3,3.36
17-May-09,Rhtr,Rhinolophidae,M,A,,52.8,15,11.8,24.2,13.5,8.9,4,61.5,61.4,56.1,60,57.1,58.3,61.5,5.96
18-May-09,Hice,Hipposideridae,F,A,NR,48.7,10,9.4,19.6,10,7,3,37.9,36.5,40,38.9,35.9,35.4,40,3.82
18-May-09,Hice,Hipposideridae,F,A,L,49.9,11,10.6,19.5,10.7,6.8,3,40.9,40.4,39.4,40.4,38.8,41.4,41.4,3.96
18-May-09,Hidi,Hipposideridae,F,A,L,86.3,47,16.8,32.3,20.8,14,6,203.1,202.1,205.4,201.8,202.7,200.1,205.4,20.28
18-May-09,Hidi ,Hipposideridae,F,A,L,82.2,47,17.8,33,21.1,13.7,6,205.5,205.1,204.3,205.3,200,204.4,205.5,20.29
18-May-09,Kein,Vespertilionidae,M,A,,27.4,2.25,7.8,13.5,8.8,5.1,2.5,10.9,9.9,10,8.8,9.9,8.2,10.9,0.93
18-May-09,Kein,Vespertilionidae,M,A,,26.5,2.5,7.8,13.8,9.6,5.3,2.5,9.3,9.5,9.6,9,8,8.9,9.6,0.8
18-May-09,Kein,Vespertilionidae,M,A,,27,2.5,6.8,12.5,8.3,5.2,2.5,10,10,9.3,9.4,8.5,8.6,10,0.84
18-May-09,Kepe,Vespertilionidae,M,A,,29,4.5,10.1,15.2,10.3,6.2,3,16.1,15.8,16.4,18.6,18,17.1,18.6,1.7
18-May-09,Musu,Vespertilionidae,M,A,,29.5,3.75,9.3,15.3,8.6,5.3,2.5,51,43.6,51.8,45.6,47.4,51.9,51.9,5.01
18-May-09,Musu,Vespertilionidae,F,A,PL,30.1,4.25,8.4,15.5,7.9,5.5,2.5,39.5,41.5,38.8,39.4,38.5,37.6,41.5,3.97
19-May-09,Hibi131,Hipposideridae,M,A,,45.5,9,11.5,18.8,12.7,6.5,3,29.3,28.9,34.3,32,33.8,32.9,34.3,3.26
