Date,Species,Family,Sex,Age,Repro,RFA,Mass,Head.height,Head.length,Head.width,CM3,pl.dist,1,2,3,4,5,6,MaxBF,MaxBF.N 
31-May-10,Rhtr,Rhinolophidae,F,A,NR,53.1,13.75,10.5,23.3,12.6,9,4,74.3,60,60.8,62.6,55.9,72,74.3,8.79
3-Jun-10,Rhtr,Rhinolophidae,M,A,,52.4,14.25,11,23,12,9,4,52.8,49.9,45.9,52.3,51.8,48.8,52.8,6.18
5-Jun-10,Rhtr,Rhinolophidae,M,A,,52.4,12.25,10.8,22.8,11.7,9,4,56.3,55.4,56.1,53.5,51.4,50.1,56.3,6.61
6-Jun-10,Kein ,Vespertilionidae,F,A,NR,27.2,2.5,6.5,11.8,7.5,5,2.5,9.6,9.1,9.5,8.2,7.1,7.6,9.6,0.95
6-Jun-10,Musu,Vespertilionidae,M,A,,28.5,3.5,8.5,15.2,8.3,5,2.5,29.3,32.5,32,29.9,30.1,32,32.5,3.72
8-Jun-10,Musu,Vespertilionidae,F,A,NR,31.4,4,8.6,15.5,8.7,5.5,2.5,53,51.5,51.4,51.4,49.1,54.3,54.3,6.36
10-Jun-10,Rhtr,Rhinolophidae,M,A,,46.5,11.5,11,22.5,11.8,9.5,4,55.9,58.4,56,56,53.6,61,61,7.18
10-Jun-10,Rhtr,Rhinolophidae,M,A,,51.5,13,11.4,22.5,11.7,9.8,4,47.8,49.9,49.8,41.3,49.5,49.8,49.9,5.83
16-Jun-10,Hiri,Hipposideridae,M,A,,48.5,10,9.8,20.5,11.2,8.5,3,29.9,32,32,32,32,35.8,35.8,4.12
16-Jun-10,Rhtr,Rhinolophidae,M,A,,50.4,14,11.5,22.5,12.5,9.8,4,54,55.8,51.4,51.9,52.5,60.9,60.9,7.16
16-Jun-10,Rhtr,Rhinolophidae,F,A,NR,54.9,13.5,10,24.2,11.4,9.8,4,44.8,46.5,41.3,38.6,37.9,37.6,46.5,5.42
16-Jun-10,Rhtr,Rhinolophidae,M,A,,49.6,12.5,9.9,23.2,11.6,9.2,4,50.9,51,51.5,53.6,57.8,56.6,57.8,6.79
17-Jun-10,Hila,Hipposideridae,F,A,PL,57.8,18.25,11.9,23,13.6,10,4,67.9,57.6,57.6,71.9,85.8,89.9,89.9,10.68
17-Jun-10,Kein ,Vespertilionidae,F,A,NR,29.2,3.75,7.2,14.2,8.3,6,2.5,11.9,10.6,11.9,12,10.8,10.5,12,1.24
17-Jun-10,Kepa,Vespertilionidae,F,A,NR,42.8,8.25,11,18.5,10,7.5,3.5,45.4,48.8,46.4,44.3,46.8,45.3,48.8,5.7
17-Jun-10,Kepa,Vespertilionidae,F,A,NR,43.1,9.75,10.7,19.4,11.5,7.6,3.5,61,66.6,64.3,63.4,62.8,65.4,66.6,7.86
17-Jun-10,Kepe,Vespertilionidae,F,A,NR,30.9,4.75,9.2,15.5,9.5,6.3,3,17.5,16.6,19.4,19.6,19.8,17.9,19.8,2.18
17-Jun-10,Kepe,Vespertilionidae,F,A,L,31.5,5,9.4,15.5,9,6.5,3,17.6,24.6,14.4,14.6,19.8,17.1,24.6,2.76
17-Jun-10,Muae,Vespertilionidae,M,A,,35.3,8.25,10.5,18,10,7.9,3.5,105.9,101.6,106.5,105.8,103,103.3,106.5,12.69
17-Jun-10,Musu,Vespertilionidae,M,A,,28.4,3.5,9.3,15.3,8.6,5.3,2.5,27.8,24.4,27.4,30.3,28.4,27.4,30.3,3.46
17-Jun-10,Rhlu,Rhinolophidae,M,A,,63,29,14.5,30.5,15,11.9,4.5,149.5,146.9,147.9,147.9,140.3,145,149.5,17.9
17-Jun-10,Rhst,Rhinolophidae,M,A,,45.7,9,10.6,22,11.1,7.6,4,42.3,44.8,43,36,36.5,38.5,44.8,5.21
17-Jun-10,Rhst,Rhinolophidae,M,A,,45.6,3.5,9.5,20.5,11.6,8,4,37.4,37.5,34.1,35.6,45.3,37.8,45.3,5.27
17-Jun-10,Rhst,Rhinolophidae,F,A,L,46,8,9.2,20.9,11.8,8,4,23.6,25.4,21,25.6,22.5,26,26,2.93
17-Jun-10,Rhtr,Rhinolophidae,F,A,PL,54.7,18.25,11.6,23.5,12.6,9.8,4,56.5,52.6,50.4,41.6,48.1,44.3,56.5,6.63
17-Jun-10,Rhtr,Rhinolophidae,M,A,,50,12.25,11.4,24.2,12.7,9.9,4,57.1,52.6,56.8,49.9,51.8,48.6,57.1,6.7
17-Jun-10,Rhtr,Rhinolophidae,M,A,,48.6,13,11,23.6,12,9.8,4,49.4,45.9,52.8,52,52.4,48.6,52.8,6.18
18-Jun-10,Kein ,Vespertilionidae,F,A,NR,28.7,3.25,7.6,13,7.6,6.1,2.5,8.9,8.6,10.5,9.8,9.4,9.8,10.5,1.06
18-Jun-10,Kein ,Vespertilionidae,F,A,L,28.3,4,8.2,11.6,8,6.2,2.5,11.4,10.1,10.4,10.1,9.8,9.6,11.4,1.16
18-Jun-10,Kepa,Vespertilionidae,M,A,,38.2,6.25,9,17.3,10.2,8.3,3.5,48.8,49.4,52.3,50.4,52,55.3,55.3,6.49
18-Jun-10,Phat,Vespertilionidae,M,A,,33.5,5,9.2,17.5,9.3,6.7,3,14.9,14.4,16.8,16.1,18.6,22.5,22.5,2.51
18-Jun-10,Rhle,Rhinolophidae,M,A,,41.5,8,10.9,18.6,10.2,6.4,3,23.6,21.9,20.4,23.4,21.6,23.6,23.6,2.64
18-Jun-10,Rhst,Rhinolophidae,M,A,,46.9,8.5,9.5,21.3,10.2,7.3,4,29.9,29.9,32.8,29,29.6,28.6,32.8,3.76
19-Jun-10,Kepe,Vespertilionidae,F,A,L,31.9,4.5,8.3,15.8,8.3,6.3,3,11.3,11.5,12.3,10.9,11.3,11,12.3,1.27
19-Jun-10,Rhle,Rhinolophidae,F,A,L,41.1,6.5,9.1,18,9.5,7,3,15.3,10.1,13.8,13.6,10.3,13.9,15.3,1.64
19-Jun-10,Rhlu,Rhinolophidae,M,A,,63.7,27,13.3,30,16.1,11.5,4.5,153.2,150.3,149.9,154.2,153,151,154.2,18.47
19-Jun-10,Rhtr,Rhinolophidae,M,A,,52.5,14,11.3,25,11.8,9.3,4,58,54.9,54.3,58,51.4,57.6,58,6.81
19-Jun-10,Rhtr,Rhinolophidae,M,A,,52.5,13.5,12.2,23.6,12.1,9,4,67.5,64.4,59.9,52.6,56.5,57.3,67.5,7.96
20-Jun-10,Emmo,Emballonuridae,F,A,PL,43,5.5,8.5,16.6,9.5,5,2.5,9.9,10.1,9.8,9.7,9.9,9.9,10.1,1.01
22-Jun-10,Hiri,Hipposideridae,F,A,NR,49.1,8.25,9.5,20.8,10.6,8.5,3,29.9,29,29.9,32,33,35.2,35.2,4.05
24-Jun-10,Emmo,Emballonuridae,F,A,L,42.4,6,8.4,15.5,8.8,5.4,2.5,10,10.1,9.8,9.99,9.7,9,10.1,1.01
26-Jun-10,Kepe,Vespertilionidae,M,A,,30.2,4.25,8.8,15.1,8.8,6.5,3,25,21.8,23.3,23.3,21.8,28.9,28.9,3.29
26-Jun-10,Rhst,Rhinolophidae,M,A,,45,6.75,9.7,21.1,10.7,7.3,4,23.9,24.6,24.6,29.1,24.6,25.6,29.1,3.31
28-Jun-10,Kepa,Vespertilionidae,M,A,,38.4,7.5,12.2,18,11,7,3.5,66.4,64.3,61.3,73.4,72.1,72,73.4,8.68
28-Jun-10,Kepa,Vespertilionidae,F,A,NR,42.9,9,12.3,19,12.2,7.5,3.5,59.6,59.2,61.4,66.3,65.2,65,66.3,7.82
28-Jun-10,Rhse,Rhinolophidae,M,A,,41.2,7.5,9.7,20.5,10.5,7.4,3.5,28.3,32,29.3,28.8,32,25.9,32,3.66
29-Jun-10,Rhtr,Rhinolophidae,F,A,NR,52.3,14.5,11.4,24.1,13.6,9.1,4,52,53,59.5,53.3,51.8,56.5,59.5,7
4-Jul-10,Rhle,Rhinolophidae,M,A,,41,6,7.3,17.8,9.2,6.9,3,15.3,15,14.8,13.6,13.2,13.9,15.3,1.64
5-Jul-10,Kein ,Vespertilionidae,F,A,PL,29.8,3,6.4,14,7.2,4.7,2.5,12.5,12.6,12.1,14.9,13.3,12.8,14.9,1.59
5-Jul-10,Kepa,Vespertilionidae,F,A,L,41.8,9.25,11.6,20,11.6,7.3,3.5,40.9,42,43.5,47,45.9,47.4,47.4,5.53
5-Jul-10,Kepa,Vespertilionidae,F,A,PL,44.2,9,10.3,19.9,11,7.4,3.5,40.5,47.1,46.8,42,42.6,42.5,47.1,5.49
5-Jul-10,Kepa,Vespertilionidae,F,A,NR,45.1,8.5,10.4,19,11.4,7.3,3.5,60.9,69.4,68.1,67.6,64,68.1,69.4,8.2
5-Jul-10,Rhle,Rhinolophidae,M,A,,39,5,7.3,17.9,7.7,6.8,3,17.9,15.3,16.2,16.8,17,18.6,18.6,2.04
5-Jul-10,Rhle,Rhinolophidae,F,A,PL,40.1,6,7.4,17.8,7.6,6.6,3,16.8,16,21.3,18.4,18,16.8,21.3,2.36
5-Jul-10,Rhst,Rhinolophidae,M,A,,45.8,7.5,9,21.2,10.3,7.8,4,19.6,19,21.1,23.8,24.1,19.1,24.1,2.7
5-Jul-10,Rhst,Rhinolophidae,F,A,NR,46,9,9.5,20.8,10.3,7.8,4,23,23.5,22.5,23.6,22.1,23.1,23.6,2.64
5-Jul-10,Rhtr,Rhinolophidae,F,A,PL,53.8,16,10.3,24.6,12.9,9.5,4,67.3,57.4,66.6,57.8,59.3,57.5,67.3,7.94
5-Jul-10,Rhtr,Rhinolophidae,F,A,NR,49.4,12.75,11,23.1,12,9,4,56.1,67,57.3,57.9,59.9,58,67,7.9
6-Jul-10,Hice,Hipposideridae,F,A,L,50.2,10,8.9,20.5,11.1,8,3.5,33.5,48.5,50.9,44,51,48.9,51,5.96
6-Jul-10,Kepa,Vespertilionidae,M,A,,42.7,9.5,9.8,20.6,11.7,7.3,3.5,49.6,48.6,43.1,64,48.1,42.6,64,7.54
6-Jul-10,Rhle,Rhinolophidae,F,A,NR,43.2,5.75,8.2,17.8,9.2,6.9,3,12.4,12.4,12.9,12.5,12,12.2,12.9,1.35
6-Jul-10,Rhst,Rhinolophidae,M,A,,48.4,8.5,9.9,21.2,10.3,7.9,4,18,16.6,18.1,14.4,20.4,15.9,20.4,2.26
6-Jul-10,Rhtr,Rhinolophidae,M,A,,49.9,12.5,10.4,23.2,11.4,9.5,4,62.4,47.3,47,50.3,58.3,54.6,62.4,7.35
8-Jul-10,Hila,Hipposideridae,M,A,,55.5,14,10.9,22.7,13.4,8.9,4,57.8,58.3,51.5,55.9,50.4,50.5,58.3,6.85
8-Jul-10,Musu,Vespertilionidae,M,A,,30.2,4,8.2,15.9,8.4,5,2.5,36.9,32.9,30.6,38.5,35.2,30.2,38.5,4.45
8-Jul-10,Musu,Vespertilionidae,M,A,,29.8,4.5,9,15,9,5,2.5,46.8,43.8,48.6,47.9,43.1,48.3,48.6,5.67
8-Jul-10,Rhst,Rhinolophidae,F,A,NR,45.1,9,9.4,21.3,10.6,7.9,4,17.1,17.6,17.8,36.1,16.4,16.9,36.1,4.16
8-Jul-10,Rhtr,Rhinolophidae,F,A,PL,51.5,17.5,11.4,24.1,12.1,8.1,4,57.5,59.3,74.1,68.6,69.5,64,74.1,8.76
8-Jul-10,Rhtr,Rhinolophidae,M,A,,48.5,14.75,11.2,24,11.9,8.4,4,65.4,73.8,66.4,69.4,67.8,66.9,73.8,8.73
8-Jul-10,Rhtr,Rhinolophidae,F,A,RPL,50.2,13,11,23.9,13.5,8.8,4,64,69.6,65.3,65.1,66.5,61.3,69.6,8.22
8-Jul-10,Scku,Vespertilionidae,F,A,PL,49.3,24,13.2,23.5,15.4,6.6,3,76.8,75.3,70.6,69,73.5,68.3,76.8,9.09
8-Jul-10,Scku,Vespertilionidae,F,A,PL,51.2,24,13.1,22.8,15,6.6,3,60.2,68.2,79,73.4,76.8,83.2,83.2,9.87
8-Jul-10,Scku,Vespertilionidae,F,A,PL,52,24,13,23,14.8,6.8,3,73.1,70.6,72.1,71.8,70,69,73.1,8.64
8-Jul-10,Scku,Vespertilionidae,M,A,,51.2,25,13.1,23.8,14.6,7.5,3,81.3,73.2,79.4,76.2,80,79,81.3,9.64
8-Jul-10,Scku,Vespertilionidae,F,A,PL,52.2,26,12.8,24.1,14.5,6.9,3,53.8,61,73.2,73.2,68.1,67,73.2,8.66
12-Jul-10,Kepa,Vespertilionidae,F,A,NR,44.8,10,12.1,22,11.8,8.1,3.5,58.9,56.1,53.1,60.5,55.8,59.9,60.5,7.12
12-Jul-10,Rhle,Rhinolophidae,F,A,NR,40.3,6,7.5,17,9.4,6.8,3,12.4,13.6,11.8,10.3,10.6,14.5,14.5,1.54
12-Jul-10,Rhst,Rhinolophidae,M,A,,46.3,8.75,9.8,21.4,11,8.3,4,32.9,33.1,32,32,30,30.8,33.1,3.8
12-Jul-10,Rhtr,Rhinolophidae,F,A,NR,51.6,13.5,12.3,24.8,12.3,9.6,4,53.6,48,52.1,52.3,54.8,52,54.8,6.43
13-Jul-10,Chjo,Molossidae,F,A,PL,46.8,21,11.5,26,13.1,7.9,4,34.9,34.8,29,28.9,29.4,29.5,34.9,4.01
13-Jul-10,Chjo,Molossidae,M,A,,46.5,21,12.1,25.5,15.5,7.9,4,41,40.3,41,39.9,39.6,41.1,41.1,4.76
13-Jul-10,Chjo,Molossidae,F,A,PL,49.3,19,11.2,25.4,13.2,7.8,4,30.6,29.1,29.6,28.2,30.2,30,30.6,3.49
13-Jul-10,Chjo,Molossidae,M,A,,46.1,17,11.6,24.6,13,7.4,4,26.4,26.3,25.6,25,26,26.3,26.4,2.98
13-Jul-10,Chjo,Molossidae,M,A,,47.2,21,11,25.8,13.5,7.6,4,27.2,26.4,26.3,25.9,26,26.4,27.2,3.08
13-Jul-10,Chto,Molossidae,M,A,,80.7,136,29.8,43.7,35.5,14,6,92.2,98.2,91.8,98.8,90.9,96.7,98.8,11.76
13-Jul-10,Kein ,Vespertilionidae,F,A,PL,30,3.5,6.2,13,8.6,5.5,2.5,10.1,8,9.8,9.7,10,9.5,10.1,1.01
13-Jul-10,Momo,Molossidae,F,A,L,45.5,30,11.5,26.5,14.9,8.8,3.5,21,26.4,26.4,28.8,37.1,27.5,37.1,4.28
13-Jul-10,Momo,Molossidae,M,A,,45.1,23,13,26.8,13.7,8.3,3.5,25.9,24.8,26.1,28.3,22.8,26.6,28.3,3.21
13-Jul-10,Momo,Molossidae,M,A,,45.1,23,12.8,27,14.5,9,3.5,43.3,41.1,44,37.3,41.6,42.3,44,5.12
13-Jul-10,Rhle,Rhinolophidae,M,A,,40.5,5.75,7.8,18,9.7,6.2,3,17.5,12.1,12.3,13.5,12.5,13.8,17.5,1.9
13-Jul-10,Rhst,Rhinolophidae,F,A,NR,45.7,9,9,21.3,10.6,8.3,4,18.9,23.3,17.9,17.8,16.9,18.3,23.3,2.61
13-Jul-10,Rhst,Rhinolophidae,F,A,NR,42,7.5,8.8,19.9,10.8,8,4,23.4,21.3,21,22.2,20.6,19.4,23.4,2.62
13-Jul-10,Rhst,Rhinolophidae,M,A,,45.9,10,8.9,20.5,11,8.8,4,23.2,23.4,23.4,22.5,21.3,23.6,23.6,2.64
13-Jul-10,Rhst,Rhinolophidae,M,A,,45.6,8.75,9.1,21,10.9,8.3,4,24.9,24.1,24.8,22.1,22.9,23,24.9,2.8
14-Jul-10,Rhle,Rhinolophidae,F,A,NR,41.8,6,7.9,19,10.3,6.2,3,12.5,12.3,14.3,15.5,13.6,12.3,15.5,1.66
14-Jul-10,Rhst,Rhinolophidae,M,A,,45.6,8.75,9.5,21.5,11,8.3,4,22.1,19.1,18,20.3,21.5,22.2,22.2,2.47
14-Jul-10,Rhst,Rhinolophidae,M,A,,43.3,7.25,8.9,21,10.5,8.5,4,18.8,19.8,21.3,20.5,19.3,19.5,21.3,2.36
14-Jul-10,Rhst,Rhinolophidae,F,A,PL,45.7,9.25,9,21,10.4,9,4,19.1,21.4,21.6,22.4,20.6,23.6,23.6,2.64
14-Jul-10,Rhtr,Rhinolophidae,M,A,,50.7,15.25,11.8,25.4,12.7,9,4,64,67.5,64,64,66.1,64.5,67.5,7.96
19-Jul-10,Hila,Hipposideridae,F,A,NR,58.7,18,11.6,24.3,12.9,9.2,4,84.9,81.4,96,83.5,95.6,97.3,97.3,11.58
19-Jul-10,Hila,Hipposideridae,M,A,,59.9,20.5,11.5,25.2,14,10.3,4,81.6,84.3,80.6,90.2,94.3,95.5,95.5,11.36
19-Jul-10,Hiri,Hipposideridae,M,A,,48.2,10.25,9.2,22.4,12,9,4,36,34.2,30,32.2,34.4,32.4,36,4.15
19-Jul-10,Kein ,Vespertilionidae,F,A,NR,29.3,4,7.7,13.3,7.3,6.4,2.5,12.4,12,11.8,12.3,12.2,11.9,12.4,1.29
19-Jul-10,Kein ,Vespertilionidae,F,A,LL,30.1,4,6.6,14.5,8.1,6.3,2.5,9.8,11.3,11.4,10.8,10,10.3,11.4,1.16
19-Jul-10,Kein ,Vespertilionidae,F,A,NR,29.9,3.75,7.2,14,7.6,5.5,2.5,9,10.4,9.9,9.7,10.3,10,10.4,1.04
19-Jul-10,Kepa,Vespertilionidae,F,A,NR,45.5,10.25,11.3,20.1,11.3,8.4,3.5,38.1,40.5,42.3,41.4,43.2,42.2,43.2,5.02
19-Jul-10,Rhle,Rhinolophidae,M,A,,41.8,7,8.4,18.8,9.8,6.6,3,20.4,22.3,19.8,20,18.9,19.9,22.3,2.49
19-Jul-10,Rhst,Rhinolophidae,M,A,,46.1,9.5,9.8,22.4,11.2,8.9,4,19.3,19.5,19.4,19.4,19.7,19.5,19.7,2.17
19-Jul-10,Rhst,Rhinolophidae,M,A,,45.6,8.5,9.7,20.6,10.3,9,4,36.3,36.1,34.9,32,32.8,34,36.3,4.18
19-Jul-10,Rhst,Rhinolophidae,F,A,PL,45.6,8,8.9,21,10.6,9,4,27.9,28.4,27.3,25.8,27.5,27.4,28.4,3.23
19-Jul-10,Rhst,Rhinolophidae,M,A,,45.8,8,9.7,20.8,10.8,8.6,4,19.9,19.6,19.4,19.6,19.8,19.8,19.9,2.2
19-Jul-10,Rhst,Rhinolophidae,F,A,NR,46.9,9.75,10.3,21,10.8,8.7,4,24.4,26.8,27,23.1,24.1,23.8,27,3.06
19-Jul-10,Rhst,Rhinolophidae,F,A,PL,44.8,8,9.6,21.8,11.1,8.4,4,23.1,22.6,21.9,23.8,22.8,23.5,23.8,2.67
19-Jul-10,Rhst,Rhinolophidae,F,A,PL,46.6,8.75,8.9,21,11,8,4,21.4,24.2,23.2,20.4,21.8,22.2,24.2,2.72
19-Jul-10,Rhst,Rhinolophidae,F,A,PL,45.9,8.25,8.9,20.8,11,8.6,4,30.2,26.8,28.7,30.4,25.2,26.8,30.4,3.47
19-Jul-10,Rhst,Rhinolophidae,F,A,PL,45.9,9,9.4,21,11.2,9,4,24.4,30.4,24.6,26.8,27.7,27.2,30.4,3.47
19-Jul-10,Rhst,Rhinolophidae,M,A,,45.6,8.5,9.7,20.8,10.8,8.6,4,29.4,32,33,32,30.6,32.3,33,3.78
19-Jul-10,Rhst,Rhinolophidae,M,A,,45.4,9,9.3,21,11,9,4,28,25.3,26.4,23.1,23.5,25.4,28,3.18
19-Jul-10,Rhtr,Rhinolophidae,F,A,PL,52.5,17,10.8,22.6,12.6,9.9,4,69.6,58.3,53.6,60.3,62.5,66.3,69.6,8.22
20-Jul-10,Kepa,Vespertilionidae,M,A,,40.3,9.25,9.6,20,11.3,7.8,3.5,77.6,70.3,75.5,77,76.5,77.6,77.6,9.19
20-Jul-10,Kepa,Vespertilionidae,F,A,NR,42.9,9.25,9.5,20.8,10.1,8.3,3.5,70.3,69.4,68.3,68.8,67.8,66.6,70.3,8.3
20-Jul-10,Kepa,Vespertilionidae,F,A,NR,43.4,8.75,10.7,19.5,11.2,8.3,3.5,44.4,40.2,43.4,44.8,43.5,43.3,44.8,5.21
20-Jul-10,Rhtr,Rhinolophidae,F,A,PL,52.4,16.5,10.6,23.5,12,9.2,4,65.8,69.6,71.5,60.3,75.9,73.9,75.9,8.98
20-Jul-10,Rhtr,Rhinolophidae,M,A,,49.5,12,11.5,23,12.1,9.1,4,48.4,47.5,50.3,49.6,51.3,49.9,51.3,6
20-Jul-10,Rhtr,Rhinolophidae,F,A,NR,52.4,14,10.5,25.6,12.5,9.5,4,64.4,60.3,62.8,64.3,61.9,63.3,64.4,7.59
21-Jul-10,Hibi131,Hipposideridae,M,A,,45.1,9.5,8.9,20,10.1,6.3,3.5,38.9,38.8,39.4,39.6,40.2,41.3,41.3,4.79
21-Jul-10,Hila,Hipposideridae,F,A,NR,58,15,10.8,23.6,13,9.6,4,52.8,49.5,51,51.1,52,51.9,52.8,6.18
21-Jul-10,Hila,Hipposideridae,F,A,PL,57.6,18.5,11.1,24.3,13.2,9.8,4,69.8,68.4,68.8,67.6,65.5,65.9,69.8,8.24
21-Jul-10,Hila,Hipposideridae,F,A,RPL,58.8,20,11.5,24.5,13.7,9.8,4,64.4,64.5,63.9,64,63.9,64.4,64.5,7.6
21-Jul-10,Hila,Hipposideridae,F,A,PL,58.8,16.75,10.7,24,13.3,9.6,4,69.6,71.3,70.6,71.6,71.5,69.9,71.6,8.46
21-Jul-10,Kepe,Vespertilionidae,F,A,NR,31,4,8.1,16.5,8.6,6.2,3,20.8,19.4,20.3,20.4,19.9,20,20.8,2.3
21-Jul-10,Mucy,Vespertilionidae,F,A,PL,37.8,8.5,10,19.5,10.9,6.8,3,141.9,147.6,144.8,143.8,140.9,144.9,147.6,17.67
21-Jul-10,Rhle,Rhinolophidae,F,A,NR,41,5.5,8.1,17.6,9.5,6.5,3,18.8,18.4,18.4,19.2,20.1,19.8,20.1,2.22
21-Jul-10,Rhle,Rhinolophidae,F,A,NR,41,6,8.1,17.8,9.2,6.6,3,21.1,20.3,21,20.4,20,21.1,21.1,2.34
21-Jul-10,Rhle,Rhinolophidae,M,A,,41.5,5.25,8,17.5,9,6.2,3,16.9,17.3,17.8,14.4,16.8,16.9,17.8,1.94
21-Jul-10,Rhtr,Rhinolophidae,F,A,NR,45,14.25,8.8,20.5,9.5,9,4,20.3,20.6,20.6,20,19.3,20.3,20.6,2.28
21-Jul-10,Rhtr,Rhinolophidae,M,A,,50.3,14.5,10.3,23.5,12.3,9.5,4,50.5,49.8,49.9,48.9,50,50.2,50.5,5.9
21-Jul-10,Rhtr,Rhinolophidae,M,A,,50.9,13,10.8,23.9,11.9,9.4,4,56.9,59.5,51.1,58.2,56.3,56.6,59.5,7
22-Jul-10,Tapme,Emballonuridae,M,A,,64.9,21.5,11.5,26.9,13.8,8.8,4,78.2,77.7,76.2,78,78.9,69.9,78.9,9.35
22-Jul-10,Tapme,Emballonuridae,M,A,,62.2,24.5,13,26.8,13.8,8.8,4,69.8,68.2,62.4,63.5,70,71,71,8.39
